"name","price","capacity","price_per_gb","type","cache","form_factor","interface"
"Western Digital Blue",69.99,3000,0.023,"5400",256,"3.5","SATA 6.0 Gb/s"
"Corsair MP600 PRO LPX",399.99,4000,0.1,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate Barracuda Compute",81.5,2000,0.041,"5400",128,"2.5","SATA 6.0 Gb/s"
"Addlink S70",67.88,1000,0.068,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Intel SSDPEDMD020T401",1701.41,2000,0.851,"SSD",NA,"PCIe","PCIe x4"
"Seagate IronWolf Pro",154.11,6000,0.026,"7200",256,"3.5","SATA 6.0 Gb/s"
"Corsair MP600",108.99,1000,0.109,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Toshiba P300",99.45,3000,0.033,"7200",64,"3.5","SATA 6.0 Gb/s"
"Inland TN320",42.99,512,0.084,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Blue",469.98,4000,0.117,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"PNY CS900",124.99,2000,0.062,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Fantom Drives VENOM8",799.95,8000,0.1,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"ADATA Ultimate SU650",9.5,120,0.079,"SSD",NA,"M.2-2280","M.2 SATA"
"Western Digital DC HC530",275,14000,0.02,"7200",512,"3.5","SATA 6.0 Gb/s"
"Corsair MP600 MICRO",94.99,1000,0.095,"SSD",NA,"M.2-2242","M.2 PCIe 4.0 X4"
"Western Digital Black SN750",44,250,0.176,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"ADATA Legend 800",50.79,500,0.102,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Samsung PM893",1155,7680,0.15,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Gigabyte AORUS Gen4 5000E",88.98,1000,0.089,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Kingston Fury Renegade with Heat Sink",209.99,2000,0.105,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Klevv CRAS C710",39.99,512,0.078,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"TEAMGROUP T-Force Vulcan Z",103.99,2000,0.052,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Corsair MP700 PRO w/Heatsink",169.99,1000,0.17,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"PNY CS1031",147.85,2000,0.074,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"TEAMGROUP CX2",32.99,512,0.064,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Timetec 35TTFP6PCIE",37.99,512,0.074,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Intenso Top Performance",57.3,512,0.112,"SSD",NA,"M.2-2280","M.2 SATA"
"Seagate IronWolf Pro",292.73,8000,0.037,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Green",42,480,0.087,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Ultrastar DC HC520",274.85,12000,0.023,"7200",NA,"3.5","SATA 6.0 Gb/s"
"Patriot P400 Lite",29.99,250,0.12,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Black SN750 SE",69.98,500,0.14,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate ST4000NM0024",68,4000,0.017,"7200",128,"3.5","SATA 6.0 Gb/s"
"Seagate SkyHawk Surveillance +Rescue",89.99,4000,0.022,"5400",256,"3.5","SATA 6.0 Gb/s"
"Corsair MP600 PRO NH",99.99,1000,0.1,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate IronWolf Pro",222.11,10000,0.022,"7200",256,"3.5","SATA 6.0 Gb/s"
"Seagate ST1000LM014",42.25,1000,0.042,"",64,"2.5","SATA 6.0 Gb/s"
"Lexar Professional NM800PRO",79.99,1000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Acer FA100",114.99,2000,0.057,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital WD Blue",82.99,4000,0.021,"5400",256,"3.5","SATA 3.0 Gb/s"
"Seagate IronWolf NAS",150.71,6000,0.025,"7200",256,"3.5","SATA 6.0 Gb/s"
"KingSpec XG7000",268.99,4000,0.067,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Hitachi A7K1000-1000",38.68,1000,0.039,"7200",32,"3.5","SATA 3.0 Gb/s"
"Seagate ST1000LM035",38.99,1000,0.039,"5400",128,"2.5","SATA 6.0 Gb/s"
"Western Digital Red",109.99,6000,0.018,"5400",256,"3.5","SATA 6.0 Gb/s"
"ADATA Legend 960",97.68,1000,0.098,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Red Plus",168.6,8000,0.021,"5640",256,"3.5","SATA 6.0 Gb/s"
"Seagate Exos X18",219.99,14000,0.016,"7200",256,"3.5","SATA 6.0 Gb/s"
"Samsung PM961",93.99,512,0.184,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Toshiba X300",158.99,8000,0.02,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Blue",85.64,500,0.171,"SSD",NA,"M.2-2280","M.2 SATA"
"Seagate FireCuda 530 w/Heatsink",569.57,4000,0.142,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Kingston A400",40.99,240,0.171,"SSD",NA,"M.2-2280","M.2 SATA"
"Corsair MP700 PRO SE",579.99,4000,0.145,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"KingSpec VP101",137.99,1000,0.138,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"SK Hynix Platinum P41",82.99,500,0.166,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate Enterprise Capacity",192,10000,0.019,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Ultrastar DC HC560",459,22000,0.021,"7200",512,"3.5","SATA 6.0 Gb/s"
"SanDisk SSD PLUS",64.15,120,0.535,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Intenso High Performance",18.66,120,0.155,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 960 Evo",197.99,1000,0.198,"SSD",1024,"M.2-2280","M.2 PCIe 3.0 X4"
"SanDisk Ultra 3D",127.37,500,0.255,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Hitachi 0F14683",77,4000,0.019,"7200",64,"3.5","SATA 6.0 Gb/s"
"Seagate BarraCuda Pro",285,14000,0.02,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Gold",379.99,18000,0.021,"7200",512,"3.5","SATA 6.0 Gb/s"
"PNY CS2230",105.02,1000,0.105,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Silicon Power A55",30.36,128,0.237,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Patriot Burst Elite",28.99,480,0.06,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Lexar NS100",39.99,256,0.156,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate FireCuda 520",170,1000,0.17,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Leven JM600",20.99,256,0.082,"SSD",NA,"M.2-2280","M.2 SATA"
"Western Digital Ultrastar DC HC550",339.99,18000,0.019,"7200",512,"3.5","SATA 6.0 Gb/s"
"KingSpec XG7000 PRO",149.99,2000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Corsair MP600 PRO LPX",102.99,1000,0.103,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Caviar Black",79.95,1000,0.08,"7200",32,"3.5","SATA 3.0 Gb/s"
"Toshiba HDKBB96",35.99,1000,0.036,"5400",8,"2.5","SATA 6.0 Gb/s"
"Western Digital Black SN750",409,2000,0.204,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Green",52.24,240,0.218,"SSD",NA,"M.2-2280","M.2 SATA"
"Patriot P400 Lite",109.99,2000,0.055,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"PNY CS2140",54,500,0.108,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"ADATA SU800",55.99,512,0.109,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Intel DC P4511",140.19,1000,0.14,"SSD",NA,"M.2-22110","M.2 PCIe 3.0 X4"
"Western Digital Blue",104.99,6000,0.017,"5400",256,"3.5","SATA 6.0 Gb/s"
"Kingston Fury Renegade with Heat Sink",124.99,1000,0.125,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Sabrent Rocket 4 Plus G",499.99,4000,0.125,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate BarraCuda Pro",106.99,6000,0.018,"7200",128,"3.5","SATA 6.0 Gb/s"
"Corsair MP600 PRO NH",429.99,4000,0.107,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Kingston Q500",68.98,960,0.072,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Blue",119.99,4000,0.03,"5400",64,"3.5","SATA 6.0 Gb/s"
"Inland Professional",64.98,1000,0.065,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"ADATA Ultimate SU650",24.99,240,0.104,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Toshiba S300",126.87,4000,0.032,"5400",256,"3.5","SATA 6.0 Gb/s"
"Seagate ST500LM000",40,500,0.08,"",64,"2.5","SATA 6.0 Gb/s"
"Intel 660p",164,2048,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate Enterprise Capacity",170,10000,0.017,"7200",256,"3.5","SATA 6.0 Gb/s"
"PNY CS2140",117.3,1000,0.117,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"ADATA LEGEND 970",289.99,2000,0.145,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Gigabyte Gen3 2500E",56.78,500,0.114,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital VelociRaptor",197.26,1000,0.197,"10000",64,"3.5","SATA 6.0 Gb/s"
"Corsair MP510",168.46,960,0.175,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"ADATA SU800",104.99,1000,0.105,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 850 Pro",190,512,0.371,"SSD",NA,"2.5","SATA 6.0 Gb/s"
